version,trade_id,entry_mode,stock_code,stock_name,session,scan_session,decision_session,decision_time,session_valid_at_decision,strategy,TP,SL,signal_time,entry_time,exit_time,holding_sec,entry_price,exit_price,return_rate,MFE,MAE,result,score,signal_price,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,first_ws_time,first_ws_price,first_ws_delay_sec,first_ws_vs_signal_pct,first_ws_vs_entry_pct,first_ws_gap_abs_pct,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v1.6.6,20260828_079900_CONFIRM_E001_090140525518,CONFIRM,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:40.513,True,T350_S050,3.5,-0.5,2026-08-28 09:01:40.513,2026-08-28 09:01:40.525,2026-08-28 09:02:46.269,65.744,43093.05,42850.0,-0.564,0.016,-0.564,STOP_LOSS,75,43050.0,2026-08-28 09:01:40.513,43050.0,15.343008,0.11627906976743319,0.2317497103128621,ACTUAL,26077000000.0,1256758650.0,2026-08-28 09:01:40.566,43100.0,0.052829,0.11614401858304298,0.016127890692360754,0.11614401858304298,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,2,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,2026-08-28 09:01:25.170,43000.0,15.343008,0.11627906976744186,0.11627906976744186,15.583070516586304,0.11627906976744186,31.572931051254272,1.2941176470588236,63.484803199768066,,,,,,,-0.00026885117205668885,31.572931051254272,0.2317497103128621,63.484803199768066,-0.003821549993380524,93.92239046096802,,,,
v1.6.6,20260828_079900_CONFIRM_E001_090140525518,CONFIRM,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:40.513,True,T375_S050,3.75,-0.5,2026-08-28 09:01:40.513,2026-08-28 09:01:40.525,2026-08-28 09:02:46.270,65.745,43093.05,42850.0,-0.564,0.016,-0.564,STOP_LOSS,75,43050.0,2026-08-28 09:01:40.513,43050.0,15.343008,0.11627906976743319,0.2317497103128621,ACTUAL,26077000000.0,1256758650.0,2026-08-28 09:01:40.566,43100.0,0.052829,0.11614401858304298,0.016127890692360754,0.11614401858304298,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,2,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,2026-08-28 09:01:25.170,43000.0,15.343008,0.11627906976744186,0.11627906976744186,15.583070516586304,0.11627906976744186,31.572931051254272,1.2941176470588236,63.484803199768066,,,,,,,-0.00026885117205668885,31.572931051254272,0.2317497103128621,63.484803199768066,-0.003821549993380524,93.92239046096802,,,,
v1.6.6,20260828_079900_CONFIRM_E001_090140525518,CONFIRM,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:40.513,True,T400_S050,4.0,-0.5,2026-08-28 09:01:40.513,2026-08-28 09:01:40.525,2026-08-28 09:02:46.270,65.745,43093.05,42850.0,-0.564,0.016,-0.564,STOP_LOSS,75,43050.0,2026-08-28 09:01:40.513,43050.0,15.343008,0.11627906976743319,0.2317497103128621,ACTUAL,26077000000.0,1256758650.0,2026-08-28 09:01:40.566,43100.0,0.052829,0.11614401858304298,0.016127890692360754,0.11614401858304298,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,2,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,2026-08-28 09:01:25.170,43000.0,15.343008,0.11627906976744186,0.11627906976744186,15.583070516586304,0.11627906976744186,31.572931051254272,1.2941176470588236,63.484803199768066,,,,,,,-0.00026885117205668885,31.572931051254272,0.2317497103128621,63.484803199768066,-0.003821549993380524,93.92239046096802,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T100_S050,1.0,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.667,82.447,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T125_S050,1.25,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T150_S050,1.5,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T175_S050,1.75,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T200_S050,2.0,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T225_S050,2.25,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
v1.6.6,20260828_079900_BASE_E001_090125220843,BASE,079900,전진건설로봇,MAIN,MAIN,MAIN,2026-08-28 09:01:25.170,True,T250_S050,2.5,-0.5,2026-08-28 09:01:25.170,2026-08-28 09:01:25.220,2026-08-28 09:02:47.668,82.448,43043.0,42800.0,-0.565,0.365,-0.565,STOP_LOSS,75,43000.0,2026-08-28 09:01:25.170,43000.0,0.0,0.0,0.34762456546929316,ACTUAL,25692000000.0,1181769000.0,2026-08-28 09:01:25.365,43100.0,0.195372,0.23255813953488372,0.1324257138210796,0.23255813953488372,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,20260828_079900_E001,2026-08-28 09:01:03.133,43000.0,69.0,22.037284,1,1,False,,,2026-08-28 09:01:19.123,2026-08-28 09:01:25.170,43000.0,75.0,FAIL,FAIL,HIGH_GAP_60S_NOT_DECREASING,True,True,True,False,,,,,,,,,,,,,,,0.0,15.989860534667969,0.46728971962616817,31.91896152496338,1.1764705882352942,63.12266445159912,,,,,,,0.2309384511169011,31.91896152496338,0.34762456546929316,63.12266445159912,,,,,,
