version,trade_id,entry_mode,stock_code,stock_name,session,scan_session,decision_session,decision_time,session_valid_at_decision,strategy,TP,SL,signal_time,entry_time,exit_time,holding_sec,entry_price,exit_price,return_rate,MFE,MAE,result,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,shadow_group,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound,signal_price,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,first_ws_time,first_ws_price,first_ws_delay_sec,first_ws_vs_signal_pct,first_ws_vs_entry_pct,first_ws_gap_abs_pct,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T100_S300,1.0,-3.0,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:38.843,30.843,276276.0,279500.0,1.167,1.167,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T100_S325,1.0,-3.25,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:38.843,30.843,276276.0,279500.0,1.167,1.167,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T100_S350,1.0,-3.5,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:38.843,30.843,276276.0,279500.0,1.167,1.167,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S050,1.25,-0.5,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.128,33.128,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S075,1.25,-0.75,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.128,33.128,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S100,1.25,-1.0,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.128,33.128,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S125,1.25,-1.25,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.129,33.129,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S150,1.25,-1.5,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.129,33.129,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S175,1.25,-1.75,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.129,33.129,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S200,1.25,-2.0,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.130,33.13,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S225,1.25,-2.25,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.130,33.13,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S250,1.25,-2.5,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.130,33.13,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S275,1.25,-2.75,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.130,33.13,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
v1.6.10,20260904_108490_SHADOW_SCORE_70_74_E001_090108000645,SHADOW_SCORE_70_74,108490,로보티즈,MAIN,MAIN,MAIN,2026-09-04 09:01:07.943,True,T125_S300,1.25,-3.0,2026-09-04 09:01:07.943,2026-09-04 09:01:08.000,2026-09-04 09:01:41.131,33.131,276276.0,280000.0,1.348,1.348,-0.281,TAKE_PROFIT,71,37,25,5,4,,,,,,,276000.0,2026-09-04 09:01:07.943,276000.0,,,0.18083182640144665,ACTUAL,81658000000.0,9689256000.0,2026-09-04 09:01:08.129,276500.0,0.185882,0.18115942028985507,0.08107834194792825,0.18115942028985507,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,20260904_108490_E001,2026-09-04 09:01:02.711,276000.0,71.0,5.232392,1,1,False,,,2026-09-04 09:01:02.711,,,,,,,True,True,,False,,,,,,,,,,,,,,,1.4705882352941175,15.588274955749512,1.098901098901099,31.30508828163147,3.7593984962406015,62.52289342880249,,,,,,,,,,,,,,,,
