datetime,version,session,scan_session,decision_session,decision_time,session_valid_at_decision,market,stock_code,stock_name,current_price,change_rate,volume,actual_trading_value,estimated_trading_value,trading_value_used,trading_value_source,trading_value_rank,day_high,high_gap,value_growth,volume_growth,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,focus_signal,watch_score,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,history_available_sec,history_sample_count,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
2026-09-16 09:01:32,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:01:32.023,True,KOSPI,000660,SK하이닉스,1694000.0,0.12,72850,232382000000.0,123407900000.0,232382000000.0,ACTUAL,1,1699000.0,0.2942907592701589,1.0,1.5614952629999572,85,40,25,5,15,False,60,2026-09-16 09:00:00.776,1691000.0,74.0,91.247846,20260916_000660_E001,2026-09-16 09:00:00.776,1691000.0,74.0,91.247846,69.19366121292114,4,-0.058997050147492625,0.17740981667652278,False,True,20260916_000660_SHADOW_SCORE_70_74_E001_090019871716,2026-09-16 09:00:19.850,1691000.0,74.0,72.173651,0.17740981667653255,-0.058997050147492625,22.79233169555664,-0.058997050147492625,22.79233169555664,0.17740981667652278,69.19366121292114,,,,,,,0.17643572096727145,22.79233169555664,0.2942907592701589,69.19366121292114,,,,,,
2026-09-16 09:01:34,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:01:32.024,True,KOSPI,005930,삼성전자,248500.0,0.2,428742,168046000000.0,106542387000.0,168046000000.0,ACTUAL,2,249000.0,0.2008032128514056,1.0,6399.134328358209,85,40,25,5,15,False,60,2026-09-16 09:00:00.776,248000.0,74.0,91.248846,20260916_005930_E001,2026-09-16 09:00:00.776,248000.0,74.0,91.248846,69.19366121292114,4,0.0,0.0,False,True,20260916_005930_SHADOW_SCORE_70_74_E001_090046172818,2026-09-16 09:00:46.142,248000.0,74.0,45.882345,0.20161290322580072,0.0,22.79233169555664,0.0,22.79233169555664,0.0,69.19366121292114,,,,,,,0.0,22.79233169555664,-0.00040403060935900736,43.896292209625244,,,,,,
2026-09-16 09:01:37,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:01:32.033,True,KOSPI,000500,가온전선,257500.0,6.67,15551,58232000000.0,4004382500.0,58232000000.0,ACTUAL,4,258500.0,0.3868471953578337,1.0,2.032544765390145,78,33,25,5,15,False,60,2026-09-16 09:00:00.776,256000.0,64.0,91.257366,20260916_000500_E001,2026-09-16 09:00:00.776,256000.0,64.0,91.257366,69.19366121292114,4,0.7827788649706457,0.5859375,True,False,,,,,,,0.7827788649706457,22.79233169555664,0.7827788649706457,22.79233169555664,0.5859375,69.19366121292114,,,,,,,-0.7736943907156675,22.79233169555664,-0.5802707930367506,69.19366121292114,,,,,,
2026-09-16 09:02:05,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:05.304,True,KOSPI,000660,SK하이닉스,1691000.0,0.12,80485,232382000000.0,136100135000.0,232382000000.0,ACTUAL,1,1699000.0,0.47086521483225424,1.0,1.4326272694909221,85,40,25,5,15,False,60,2026-09-16 09:00:00.776,1691000.0,74.0,124.528556,20260916_000660_E001,2026-09-16 09:00:00.776,1691000.0,74.0,124.528556,100.4744005203247,5,-0.1770956316410862,-0.2359882005899705,False,True,20260916_000660_SHADOW_SCORE_70_74_E001_090019871716,2026-09-16 09:00:19.850,1691000.0,74.0,72.173651,0.17740981667653255,-0.1770956316410862,31.280739307403564,-0.1770956316410862,31.280739307403564,-0.2359882005899705,54.073071002960205,,,,,,,0.17657445556209533,31.280739307403564,0.3530101765293668,54.073071002960205,0.47086521483225424,100.4744005203247,,,,
2026-09-16 09:02:05,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:05.307,True,KOSPI,005930,삼성전자,248000.0,0.2,450901,168046000000.0,111823448000.0,168046000000.0,ACTUAL,2,249000.0,0.4016064257028112,1.0,1.4605358201364977,85,40,25,5,15,False,60,2026-09-16 09:00:00.776,248000.0,74.0,124.531635,20260916_005930_E001,2026-09-16 09:00:00.776,248000.0,74.0,124.531635,100.4744005203247,5,-0.2012072434607646,-0.2012072434607646,False,True,20260916_005930_SHADOW_SCORE_70_74_E001_090046172818,2026-09-16 09:00:46.142,248000.0,74.0,45.882345,0.20161290322580072,-0.2012072434607646,31.280739307403564,-0.2012072434607646,31.280739307403564,-0.2012072434607646,54.073071002960205,,,,,,,0.2008032128514056,31.280739307403564,0.2008032128514056,54.073071002960205,,,,,,
2026-09-16 09:02:05,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:05.304,True,KOSDAQ,218410,RFHIC,52500.0,6.59,118980,37049000000.0,6246450000.0,37049000000.0,ACTUAL,3,53300.0,1.5009380863039399,1.166383327036897,2.016097602304499,79,29,19,16,15,False,60,2026-09-16 09:00:47.177,53200.0,63.0,78.127226,20260916_218410_E001,2026-09-16 09:00:47.177,53200.0,63.0,78.127226,100.4744005203247,5,-0.5681818181818182,-1.3157894736842104,False,True,20260916_218410_SHADOW_SCORE_70_74_E001_090132060420,2026-09-16 09:01:32.023,52800.0,71.0,33.28071,-0.5681818181818232,-0.5681818181818182,31.280739307403564,-0.5681818181818182,31.280739307403564,-1.3157894736842104,54.073071002960205,,,,,,,0.5628517823639774,31.280739307403564,1.5009380863039399,54.073071002960205,,,,,,
2026-09-16 09:02:35,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:35.958,True,KOSPI,000660,SK하이닉스,1692000.0,0.12,96901,232382000000.0,163956492000.0,232382000000.0,ACTUAL,1,1699000.0,0.4120070629782225,1.0,1.3301441317776252,85,40,25,5,15,False,60,2026-09-16 09:00:00.776,1691000.0,74.0,155.182022,20260916_000660_E001,2026-09-16 09:00:00.776,1691000.0,74.0,155.182022,132.11533403396606,6,0.05913660555884093,-0.11806375442739078,False,True,20260916_000660_SHADOW_SCORE_70_74_E001_090019871716,2026-09-16 09:00:19.850,1691000.0,74.0,72.173651,0.17740981667653255,0.05913660555884093,31.640933513641357,0.05913660555884093,31.640933513641357,-0.11806375442739078,62.92167282104492,0.05913660555884093,132.11533403396606,,,,,-0.05885815185403176,31.640933513641357,0.11771630370806357,62.92167282104492,0.4120070629782225,132.11533403396606,,,,
2026-09-16 09:02:35,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:35.959,True,KOSPI,005930,삼성전자,248000.0,0.2,471418,168046000000.0,116911664000.0,168046000000.0,ACTUAL,2,249000.0,0.4016064257028112,1.0,1.0995377173218392,79,40,25,5,9,False,60,2026-09-16 09:00:00.776,248000.0,74.0,155.183037,20260916_005930_E001,2026-09-16 09:00:00.776,248000.0,74.0,155.183037,132.11533403396606,6,0.0,-0.2012072434607646,False,True,20260916_005930_SHADOW_SCORE_70_74_E001_090046172818,2026-09-16 09:00:46.142,248000.0,74.0,45.882345,0.20161290322580072,0.0,31.640933513641357,0.0,31.640933513641357,-0.2012072434607646,62.92167282104492,-0.2012072434607646,132.11533403396606,,,,,0.0,31.640933513641357,0.2008032128514056,62.92167282104492,0.2003991822420466,106.81796503067017,,,,
2026-09-16 09:02:35,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:02:35.960,True,KOSPI,052690,한전기술,145000.0,2.85,45732,79879000000.0,6631140000.0,79879000000.0,ACTUAL,3,147700.0,1.8280297901150981,1.0,1.5712764129874592,76,37,19,5,15,False,60,2026-09-16 09:00:00.776,146300.0,68.0,155.184052,20260916_052690_E001,2026-09-16 09:00:00.776,146300.0,68.0,155.184052,132.11533403396606,6,0.8344923504867872,-0.06891798759476223,True,True,20260916_052690_SHADOW_SCORE_70_74_E001_090205328041,2026-09-16 09:02:05.307,143800.0,71.0,30.652417,0.8344923504867818,0.8344923504867872,31.640933513641357,0.8344923504867872,31.640933513641357,-0.06891798759476223,62.92167282104492,0.8344923504867872,132.11533403396606,,,,,-0.8124576844955991,31.640933513641357,0.06770480704129977,62.92167282104492,0.8801624915368991,106.81796503067017,,,,
2026-09-16 09:03:07,v2.1.2,MAIN,MAIN,MAIN,2026-09-16 09:03:07.002,True,KOSPI,000660,SK하이닉스,1696500.0,0.12,103458,232382000000.0,175516497000.0,232382000000.0,ACTUAL,1,1699000.0,0.14714537963507945,1.0,1.2854320680872213,82,40,25,5,12,False,60,2026-09-16 09:00:00.776,1691000.0,74.0,186.226003,20260916_000660_E001,2026-09-16 09:00:00.776,1691000.0,74.0,186.226003,158.79379391670227,7,0.26595744680851063,0.3252513305736251,False,True,20260916_000660_SHADOW_SCORE_70_74_E001_090019871716,2026-09-16 09:00:19.850,1691000.0,74.0,72.173651,0.17740981667653255,0.26595744680851063,26.678459882736206,0.26595744680851063,26.678459882736206,0.3252513305736251,58.31939339637756,0.08849557522123894,112.39246439933777,,,,,-0.26486168334314303,26.678459882736206,-0.3237198351971748,58.31939339637756,0.029290341332192008,112.39246439933777,0.14714537963507945,158.79379391670227,,
